伝票番号,明細番号,要求明細番号,営業日付,開店回数,店舗コード,店舗名,明細区分,商品コード,バーコード,商品名,仕入先名,部門名,分類１名,原価,商品管理区分,標準金額,標準税額,税率,販売金額,販売税額,数量,小計金額,小計税額,P/S区分,按分後金額,按分後税額,値引区分,部門販売フラグ,免税用商品区分,軽減税率対象品,伝票引除外,売上報告控除区分,(伝)現金,(伝)クレジット,(伝)売掛,(伝)その他,登録日時
4299743,3,3,20260207,1,01001036,FUNイオンレイクタウン,0,1110149022120,2900000194649,450722ﾑﾗﾗﾒｼｼｭｳPK,株式会社FUSION,TC,OFF,1250.00,1,3399,339,10,3399,339,1,3399,339,1,3738,339,0,0,0,0,0,0,0,0,0,10369,2026/02/07 14:30:31
4299743,4,4,20260207,1,01001036,FUNイオンレイクタウン,0,1109149001123,2900000194601,450723ﾑﾗﾗﾒｽｳｪｯﾄPT,株式会社FUSION,TC,OFF,950.00,1,2999,299,10,2999,299,1,2999,299,1,3299,300,0,0,0,0,0,0,0,0,0,10369,2026/02/07 14:30:31
4299742,1,1,20260207,1,01001034,FUNららぽーと富士見,0,1501122012310,2900000190870,25AW077-1ｽｿﾌｧｰﾐﾆOP,株式会社ＴｒｅｅＴｕｍｂｏ,ガーリー,BROWN,1280.00,1,399,39,10,399,39,1,399,39,1,438,39,0,0,0,0,0,0,0,0,0,1000,2026/02/07 14:30:18
4299741,1,1,20260207,1,01001054,FUNエミテラス所沢,0,1107156007010,2900000192010,TR-016ﾁｪｯｸﾚｰｽｱｯﾌﾟBL,株式会社グッドクローズ,TC,BLACK,990.00,1,2799,279,10,2799,279,1,2799,279,1,3078,279,0,0,0,0,0,0,0,0,0,3080,2026/02/07 14:32:52
4299740,1,1,20260207,1,01001042,FUNイオンモール大高,0,1110117073650,2900000189546,4859609ﾗﾒﾛｺﾞｼﾞｯﾌﾟPK,マディ株式会社,TC,Camouflage,1310.00,1,2999,299,10,2999,299,1,2999,299,1,3298,299,0,0,0,0,0,0,0,0,0,10000,2026/02/07 14:31:37
4299740,2,2,20260207,1,01001042,FUNイオンモール大高,0,1505117002120,2900000195769,4869065ﾚｰｽﾚｲﾔｰﾄﾞPO,マディ株式会社,ガーリー,OFF,810.00,1,2599,259,10,2599,259,1,2599,259,1,2859,260,0,0,0,0,0,0,0,0,0,10000,2026/02/07 14:31:37
4299740,3,3,20260207,1,01001042,FUNイオンモール大高,0,9998998012113,2900000103825,NｼｮｯﾋﾟﾝｸﾞﾊﾞｯｸﾞM,その他,***,WH,11.00,0,20,2,10,20,2,1,20,2,1,22,2,0,0,0,0,0,0,0,0,0,10000,2026/02/07 14:31:37
4299738,1,1,20260207,1,01001036,FUNイオンレイクタウン,0,1111117016614,2900000167179,4859024ﾎﾙﾀｰｷｬﾐ,マディ株式会社,TC,Border,620.00,1,1599,159,10,1599,159,1,1599,159,1,1759,160,0,0,0,0,0,0,0,0,0,4397,2026/02/07 14:26:43
4299738,2,2,20260207,1,01001036,FUNイオンレイクタウン,0,1105149022010,2900000194540,460043ｼﾞｯﾌﾟﾗﾒPO,株式会社FUSION,TC,BLACK,850.00,1,2399,239,10,2399,239,1,2399,239,1,2638,239,0,0,0,0,0,0,0,0,0,4397,2026/02/07 14:26:43
4299736,1,1,20260207,1,01001050,FUNイオンモール各務原,0,1504014011410,2900000192362,216079ﾘﾎﾞﾝﾊﾟｲﾙｼﾞｬｶﾞｰﾄﾞKT,サンフォード株式会社,ガーリー,PI,1195.00,1,1999,199,10,1999,199,1,1999,199,1,2198,199,0,0,0,0,0,0,0,0,0,2198,2026/02/07 14:26:46
4299735,1,1,20260207,1,01001046,FUNららぽーとEXPOCITY,0,1103108105010,2900000190382,326044ｺﾞｳﾋﾗｲﾀﾞｰｽJk,ＢＬＩＳＴ株式会社,TC,BLACK,1500.00,1,4399,439,10,4399,439,1,4399,439,1,4838,439,0,0,0,0,0,0,0,0,0,4860,2026/02/07 14:28:56
4299735,2,2,20260207,1,01001046,FUNららぽーとEXPOCITY,0,9998998012113,2900000103825,NｼｮｯﾋﾟﾝｸﾞﾊﾞｯｸﾞM,その他,***,WH,11.00,0,20,2,10,20,2,1,20,2,1,22,2,0,0,0,0,0,0,0,0,0,4860,2026/02/07 14:28:56
4299734,1,1,20260207,1,01001056,FUNイオンモール岡山,0,1115158004013,2900000190535,2458TRｶｽﾀﾑｽﾆｰｶｰ,株式会社ﾐｭｰﾃｰｼｮﾝ,TC,BLACK,1750.00,1,4599,459,10,4599,459,1,4599,459,1,5058,459,0,0,0,0,0,0,0,0,0,5091,2026/02/07 14:20:10
4299734,2,2,20260207,1,01001056,FUNイオンモール岡山,0,9998998013114,2900000103832,NｼｮｯﾋﾟﾝｸﾞﾊﾞｯｸﾞL,その他,***,WH,22.00,0,30,3,10,30,3,1,30,3,1,33,3,0,0,0,0,0,0,0,0,0,5091,2026/02/07 14:20:10
4299732,1,1,20260207,1,01001050,FUNイオンモール各務原,0,9998998013114,2900000103832,NｼｮｯﾋﾟﾝｸﾞﾊﾞｯｸﾞL,その他,***,WH,22.00,0,30,3,10,30,3,1,30,3,1,33,3,0,0,0,0,0,0,0,0,0,9269,2026/02/07 14:23:58
4299732,2,2,20260207,1,01001050,FUNイオンモール各務原,0,1109123098013,2900000187610,F-0201ﾁｪｰﾝﾂｷSP,株式会社フラワージーンズ,TC,BLACK,1090.00,1,2399,239,10,2399,239,1,2399,239,1,2639,240,0,0,0,0,0,0,0,0,0,9269,2026/02/07 14:23:58
4299732,3,3,20260207,1,01001050,FUNイオンモール各務原,0,1110117073010,2900000189522,4859609ﾗﾒﾛｺﾞｼﾞｯﾌﾟPK,マディ株式会社,TC,BLACK,1310.00,1,2999,299,10,2999,299,1,2999,299,1,3299,300,0,0,0,0,0,0,0,0,0,9269,2026/02/07 14:23:58
4299732,4,4,20260207,1,01001050,FUNイオンモール各務原,0,1109050048713,2900000182561,TGDK377ｶｰｺﾞｽｶﾊﾟﾝ,株式会社トップ,TC,BLUE,1090.00,1,2999,299,10,2999,299,1,2999,299,1,3298,299,0,0,0,0,0,0,0,0,0,9269,2026/02/07 14:23:58
4299731,1,1,20260207,1,01001036,FUNイオンレイクタウン,0,1507122014390,2900000187986,25AW054-1ｱｼﾒﾁｭﾆｯｸ,株式会社ＴｒｅｅＴｕｍｂｏ,ガーリー,BR系,1195.00,1,2999,299,10,2999,299,1,2999,299,1,3298,299,0,0,0,0,0,0,0,0,0,3500,2026/02/07 14:24:19
4299730,1,1,20260207,1,01001036,FUNイオンレイクタウン,0,9998998012113,2900000103825,NｼｮｯﾋﾟﾝｸﾞﾊﾞｯｸﾞM,その他,***,WH,11.00,0,20,2,10,20,2,1,20,2,1,22,2,0,0,0,0,0,0,0,0,0,5959,2026/02/07 14:21:55
4299730,2,2,20260207,1,01001036,FUNイオンレイクタウン,0,1105122017940,2900000192874,116KJ003ｽﾄｰﾝﾛｺﾞﾘﾌﾞCS,株式会社ＴｒｅｅＴｕｍｂｏ,TC,CG,730.00,1,2399,239,10,2399,239,1,2399,239,1,2639,240,0,0,0,0,0,0,0,0,0,5959,2026/02/07 14:21:55
4299730,3,3,20260207,1,01001036,FUNイオンレイクタウン,0,1109149001012,2900000194571,450723ﾑﾗﾗﾒｽｳｪｯﾄPT,株式会社FUSION,TC,BLACK,950.00,1,2999,299,10,2999,299,1,2999,299,1,3298,299,0,0,0,0,0,0,0,0,0,5959,2026/02/07 14:21:55
4299729,1,1,20260207,1,01001054,FUNエミテラス所沢,0,1115147021013,2900000181496,638TRｱﾂｿﾞｺｼｮｰﾄﾌﾞｰﾂ,株式会社LEON,TC,BLACK,1880.00,1,3999,399,10,3999,399,1,3999,399,1,4398,399,0,0,0,0,0,0,0,0,0,4420,2026/02/07 14:24:05
4299729,2,2,20260207,1,01001054,FUNエミテラス所沢,0,9998998012113,2900000103825,NｼｮｯﾋﾟﾝｸﾞﾊﾞｯｸﾞM,その他,***,WH,11.00,0,20,2,10,20,2,1,20,2,1,22,2,0,0,0,0,0,0,0,0,0,4420,2026/02/07 14:24:05
4299728,1,1,20260207,1,01001039,FUNイオンモールむさし村山,0,1104117005010,2900000193376,4860063ｼﾞｯﾌﾟﾎﾙﾀｰKT,マディ株式会社,TC,BLACK,990.00,1,2799,279,10,2799,279,1,2799,279,1,3079,280,0,0,0,0,0,0,0,0,0,10809,2026/02/07 14:21:34
4299728,2,2,20260207,1,01001039,FUNイオンモールむさし村山,0,1508117003133,2900000185302,4852052ｽｴﾎﾟﾝﾋﾞｯﾄﾏｰﾒｲﾄﾞSK,マディ株式会社,ガーリー,IV,1100.00,1,2999,299,10,2999,299,1,2999,299,1,3299,300,0,0,0,0,0,0,0,0,0,10809,2026/02/07 14:21:34
4299728,3,3,20260207,1,01001039,FUNイオンモールむさし村山,0,1103120062940,2900000192720,280725-15ｽｴﾎﾟﾝJK,株式会社ワンズアーク,TC,CG,1430.00,1,3999,399,10,3999,399,1,3999,399,1,4398,399,0,0,0,0,0,0,0,0,0,10809,2026/02/07 14:21:34
4299728,4,4,20260207,1,01001039,FUNイオンモールむさし村山,0,9998998013114,2900000103832,NｼｮｯﾋﾟﾝｸﾞﾊﾞｯｸﾞL,その他,***,WH,22.00,0,30,3,10,30,3,1,30,3,1,33,3,0,0,0,0,0,0,0,0,0,10809,2026/02/07 14:21:34
4299727,1,1,20260207,1,01001028,FUNスマーク伊勢崎,0,1504014009940,2900000191105,215959ﾊﾞｲｶﾗｰﾍﾟﾌﾟﾗﾑKT,サンフォード株式会社,ガーリー,CG,1140.00,1,1399,139,10,1399,139,1,1399,139,1,1538,139,0,0,0,0,0,0,0,0,0,1538,2026/02/07 14:20:24
4299726,1,1,20260207,1,01001047,FUNラゾーナ川崎プラザ,0,9998998012113,2900000103825,NｼｮｯﾋﾟﾝｸﾞﾊﾞｯｸﾞM,その他,***,WH,11.00,0,20,2,10,20,2,1,20,2,1,22,2,0,0,0,0,0,0,0,0,0,7719,2026/02/07 14:18:43
4299726,2,2,20260207,1,01001047,FUNラゾーナ川崎プラザ,0,1109123074715,2900000160569,F-0101DｽﾄﾚｰﾄﾍﾞﾙﾄPT,株式会社フラワージーンズ,TC,BLUE,1370.00,1,2999,299,10,2999,299,1,2999,299,1,3299,300,0,0,0,0,0,0,0,0,0,7719,2026/02/07 14:18:43
4299726,3,3,20260207,1,01001047,FUNラゾーナ川崎プラザ,0,1103120062130,2900000192706,280725-15ｽｴﾎﾟﾝJK,株式会社ワンズアーク,TC,IV,1430.00,1,3999,399,10,3999,399,1,3999,399,1,4398,399,0,0,0,0,0,0,0,0,0,7719,2026/02/07 14:18:43
4299725,1,1,20260207,1,01001055,FUN ＬＩＮＫＳ ＵＭＥＤＡ,0,1505151006620,2900000193550,780512ﾚｰｽﾁｮｰｶｰPO,株式会社パボ,ガーリー,Dot,950.00,1,2599,259,10,2599,259,1,2599,259,1,2859,260,0,0,0,0,0,0,0,0,0,6157,2026/02/07 14:18:26
4299725,2,2,20260207,1,01001055,FUN ＬＩＮＫＳ ＵＭＥＤＡ,0,1108123017712,2900000194083,F-0183ﾌﾘﾝｼﾞﾃﾞﾆﾑﾐﾆSK,株式会社フラワージーンズ,TC,BLUE,1095.00,1,2999,299,10,2999,299,1,2999,299,1,3298,299,0,0,0,0,0,0,0,0,0,6157,2026/02/07 14:18:26
4299724,1,1,20260207,1,01001036,FUNイオンレイクタウン,0,1505151006010,2900000193536,780512ﾚｰｽﾁｮｰｶｰPO,株式会社パボ,ガーリー,BLACK,950.00,1,2599,259,10,2599,259,1,2599,259,1,2859,260,0,0,0,0,0,0,0,0,0,5717,2026/02/07 14:15:59
4299724,2,2,20260207,1,01001036,FUNイオンレイクタウン,0,1109122012012,2900000180963,25AW008ｺﾞｳﾋSP,株式会社ＴｒｅｅＴｕｍｂｏ,TC,BLACK,1030.00,1,2599,259,10,2599,259,1,2599,259,1,2858,259,0,0,0,0,0,0,0,0,0,5717,2026/02/07 14:15:59
4299723,1,1,20260207,1,01001042,FUNイオンモール大高,0,110912309471A04,2900000173194,F-0194ﾃﾞﾆﾑﾌﾚｱｰPT,株式会社フラワージーンズ,TC,BLUE,1370.00,1,2999,299,10,2999,299,1,2999,299,1,3298,299,0,0,0,0,0,0,0,0,0,10598,2026/02/07 14:18:00
4299723,2,2,20260207,1,01001042,FUNイオンモール大高,0,1504014011130,2900000192355,216079ﾘﾎﾞﾝﾊﾟｲﾙｼﾞｬｶﾞｰﾄﾞKT,サンフォード株式会社,ガーリー,IV,1195.00,1,1999,199,10,1999,199,1,1999,199,1,2199,200,0,0,0,0,0,0,0,0,0,10598,2026/02/07 14:18:00
4299723,3,3,20260207,1,01001042,FUNイオンモール大高,0,1105156007910,2900000192003,TR-014ﾄﾞﾛｽﾄWｼｬｰﾘﾝｸﾞPO,株式会社グッドクローズ,TC,GRAY,930.00,1,2799,279,10,2799,279,1,2799,279,1,3079,280,0,0,0,0,0,0,0,0,0,10598,2026/02/07 14:18:00
4299723,4,4,20260207,1,01001042,FUNイオンモール大高,0,9998998012113,2900000103825,NｼｮｯﾋﾟﾝｸﾞﾊﾞｯｸﾞM,その他,***,WH,11.00,0,20,2,10,20,2,1,20,2,1,22,2,0,0,0,0,0,0,0,0,0,10598,2026/02/07 14:18:00
4299722,1,1,20260207,1,01001039,FUNイオンモールむさし村山,0,1105122017120,2900000192850,116KJ003ｽﾄｰﾝﾛｺﾞﾘﾌﾞCS,株式会社ＴｒｅｅＴｕｍｂｏ,TC,OFF,730.00,1,2399,239,10,2399,239,1,2399,239,1,2638,239,0,0,0,0,0,0,0,0,0,3060,2026/02/07 14:16:54
4299722,2,2,20260207,1,01001039,FUNイオンモールむさし村山,0,9998998012113,2900000103825,NｼｮｯﾋﾟﾝｸﾞﾊﾞｯｸﾞM,その他,***,WH,11.00,0,20,2,10,20,2,1,20,2,1,22,2,0,0,0,0,0,0,0,0,0,3060,2026/02/07 14:16:54
4299721,1,1,20260207,1,01001049,FUNイオンモール幕張新都心,0,1109123074714,2900000160552,F-0101DｽﾄﾚｰﾄﾍﾞﾙﾄPT,株式会社フラワージーンズ,TC,BLUE,1370.00,1,2999,299,10,2999,299,1,2999,299,1,3299,300,0,0,0,0,0,0,0,0,0,7037,2026/02/07 14:08:56
4299721,2,2,20260207,1,01001049,FUNイオンモール幕張新都心,0,1507049028010,2900000193260,36275-1ﾚｰｽｷﾘｶｴBL,株式会社パンプキン,ガーリー,BLACK,1130.00,1,3399,339,10,3399,339,1,3399,339,1,3738,339,0,0,0,0,0,0,0,0,0,7037,2026/02/07 14:08:56
4299720,1,1,20260207,1,01001008,FUN柏,0,1103120062940,2900000192720,280725-15ｽｴﾎﾟﾝJK,株式会社ワンズアーク,TC,CG,1430.00,1,3999,399,10,3999,399,1,3999,399,1,4398,399,0,0,0,0,0,0,0,0,0,7510,2026/02/07 14:14:03
4299720,2,2,20260207,1,01001008,FUN柏,0,9998998013114,2900000103832,NｼｮｯﾋﾟﾝｸﾞﾊﾞｯｸﾞL,その他,***,WH,22.00,0,30,3,10,30,3,1,30,3,1,33,3,0,0,0,0,0,0,0,0,0,7510,2026/02/07 14:14:03
4299720,3,3,20260207,1,01001008,FUN柏,0,1508122008113,2900000174726,24AW063ﾌﾘﾙﾁｭﾁｭSK,株式会社ＴｒｅｅＴｕｍｂｏ,ガーリー,WH,1035.00,1,2799,279,10,2799,279,1,2799,279,1,3079,280,0,0,0,0,0,0,0,0,0,7510,2026/02/07 14:14:03
4299719,1,1,20260207,1,01001038,FUNららぽーと海老名,0,110912309471A04,2900000173194,F-0194ﾃﾞﾆﾑﾌﾚｱｰPT,株式会社フラワージーンズ,TC,BLUE,1370.00,1,2999,299,10,2999,299,1,2999,299,1,3298,299,0,0,0,0,0,0,0,0,0,5298,2026/02/07 14:13:28
4299718,1,1,20260207,1,01001036,FUNイオンレイクタウン,0,1110117073940,2900000189560,4859609ﾗﾒﾛｺﾞｼﾞｯﾌﾟPK,マディ株式会社,TC,CG,1310.00,1,2999,299,10,2999,299,1,2999,299,1,3298,299,0,0,0,0,0,0,0,0,0,3298,2026/02/07 14:12:49
4299717,1,1,20260207,1,01001036,FUNイオンレイクタウン,0,1504080020410,2900000184909,TR-0309ｽﾊﾟﾝｺｰﾙﾌﾟﾁﾊｲKT,株式会社ケイスタイル,ガーリー,PI,820.00,1,799,79,10,799,79,1,799,79,1,879,80,0,0,0,0,0,0,0,0,0,1977,2026/02/07 14:10:01
4299717,2,2,20260207,1,01001036,FUNイオンレイクタウン,0,1501120005012,2900000187771,280957ｽｴﾎﾟﾝﾋﾞｯﾄOP,株式会社ワンズアーク,ガーリー,BLACK,1480.00,1,999,99,10,999,99,1,999,99,1,1098,99,0,0,0,0,0,0,0,0,0,1977,2026/02/07 14:10:01
4299716,1,1,20260207,1,01001039,FUNイオンモールむさし村山,0,1508049017533,2900000190818,22298ﾏｰﾒｲﾄﾞSK,株式会社パンプキン,ガーリー,VO,1180.00,1,999,99,10,999,99,1,999,99,1,1098,99,0,0,0,0,0,0,0,0,0,1098,2026/02/07 14:10:13
4299715,1,1,20260207,1,01001046,FUNららぽーとEXPOCITY,0,110912309401A53,2900000172869,F-0194ﾃﾞﾆﾑﾌﾚｱｰPT,株式会社フラワージーンズ,TC,BLACK,1370.00,1,2999,299,10,2999,299,1,2999,299,1,3298,299,0,0,0,0,0,0,0,0,0,3298,2026/02/07 14:13:18
4299714,1,1,20260207,1,01001042,FUNイオンモール大高,0,1504157004530,2900000191846,fun-0010ﾋﾞｼﾞｭｹｰﾌﾞﾙKT,株式会社feast,ガーリー,VO,1130.00,1,1399,139,10,1399,139,1,1399,139,1,1538,139,0,0,0,0,0,0,0,0,0,1560,2026/02/07 14:14:14
4299714,2,2,20260207,1,01001042,FUNイオンモール大高,0,9998998012113,2900000103825,NｼｮｯﾋﾟﾝｸﾞﾊﾞｯｸﾞM,その他,***,WH,11.00,0,20,2,10,20,2,1,20,2,1,22,2,0,0,0,0,0,0,0,0,0,1560,2026/02/07 14:14:14
4299713,1,1,20260207,1,01001042,FUNイオンモール大高,0,1110149020530,2900000191761,450689ﾊﾞｯｸｽﾄｰﾝPO,株式会社FUSION,TC,VO,1050.00,1,1399,139,10,1399,139,1,1399,139,1,1538,139,0,0,0,0,0,0,0,0,0,1538,2026/02/07 14:10:17
4299712,1,1,20260207,1,01001053,FUNイオンモール高崎,0,1105122017650,2900000192867,116KJ003ｽﾄｰﾝﾛｺﾞﾘﾌﾞCS,株式会社ＴｒｅｅＴｕｍｂｏ,TC,Camouflage,730.00,1,2399,239,10,2399,239,1,2399,239,1,2638,239,0,0,0,0,0,0,0,0,0,2638,2026/02/07 14:13:08
4299711,1,1,20260207,1,01001047,FUNラゾーナ川崎プラザ,0,1109123074713,2900000160545,F-0101DｽﾄﾚｰﾄﾍﾞﾙﾄPT,株式会社フラワージーンズ,TC,BLUE,1370.00,1,2999,299,10,2999,299,1,2999,299,1,3298,299,0,0,0,0,0,0,0,0,0,4837,2026/02/07 14:09:23
4299711,2,2,20260207,1,01001047,FUNラゾーナ川崎プラザ,0,1504157004940,2900000191860,fun-0010ﾋﾞｼﾞｭｹｰﾌﾞﾙKT,株式会社feast,ガーリー,CG,1130.00,1,1399,139,10,1399,139,1,1399,139,1,1539,140,0,0,0,0,0,0,0,0,0,4837,2026/02/07 14:09:23
4299710,1,1,20260207,1,01001047,FUNラゾーナ川崎プラザ,0,9998998011112,2900000103818,NｼｮｯﾋﾟﾝｸﾞﾊﾞｯｸﾞS,その他,***,WH,7.00,0,10,1,10,10,1,1,10,1,1,11,1,0,0,0,0,0,0,0,0,0,3309,2026/02/07 14:07:28
4299710,2,2,20260207,1,01001047,FUNラゾーナ川崎プラザ,0,1509122002943,2900000194472,T6039ﾋﾞｯﾄｷｭﾛｯﾄ,株式会社ＴｒｅｅＴｕｍｂｏ,ガーリー,CG,1140.00,1,2999,299,10,2999,299,1,2999,299,1,3298,299,0,0,0,0,0,0,0,0,0,3309,2026/02/07 14:07:28
4299709,1,1,20260207,1,01001055,FUN ＬＩＮＫＳ ＵＭＥＤＡ,0,110912309472A04,2900000173293,F-0194ﾃﾞﾆﾑﾌﾚｱｰPT,株式会社フラワージーンズ,TC,NV,1370.00,1,2999,299,10,2999,299,1,2999,299,1,3298,299,0,0,0,0,0,0,0,0,0,3320,2026/02/07 14:05:39
4299709,2,2,20260207,1,01001055,FUN ＬＩＮＫＳ ＵＭＥＤＡ,0,9998998012113,2900000103825,NｼｮｯﾋﾟﾝｸﾞﾊﾞｯｸﾞM,その他,***,WH,11.00,0,20,2,10,20,2,1,20,2,1,22,2,0,0,0,0,0,0,0,0,0,3320,2026/02/07 14:05:39
4299708,1,1,20260207,1,01001038,FUNららぽーと海老名,0,110912309409A14,2900000173118,F-0194ﾃﾞﾆﾑﾌﾚｱｰPT,株式会社フラワージーンズ,TC,BK系,1370.00,1,2999,299,10,2999,299,1,2999,299,1,3299,300,0,0,0,0,0,0,0,0,0,13635,2026/02/07 14:09:31
4299708,2,2,20260207,1,01001038,FUNららぽーと海老名,0,1103120062410,2900000192775,280725-15ｽｴﾎﾟﾝJK,株式会社ワンズアーク,TC,PI,1430.00,1,3999,399,10,3999,399,1,3999,399,1,4398,399,0,0,0,0,0,0,0,0,0,13635,2026/02/07 14:09:31
4299708,3,3,20260207,1,01001038,FUNららぽーと海老名,0,1105149022720,2900000194564,460043ｼﾞｯﾌﾟﾗﾒPO,株式会社FUSION,TC,NV,850.00,1,2399,239,10,2399,239,1,2399,239,1,2639,240,0,0,0,0,0,0,0,0,0,13635,2026/02/07 14:09:31
4299708,4,4,20260207,1,01001038,FUNららぽーと海老名,0,1108123018013,2900000162778,F-0187ﾃﾞﾆﾑｷﾘｶｴSK,株式会社フラワージーンズ,TC,BLACK,1180.00,1,2999,299,10,2999,299,1,2999,299,1,3299,300,0,0,0,0,0,0,0,0,0,13635,2026/02/07 14:09:31
4299707,1,1,20260207,1,01001038,FUNららぽーと海老名,0,1508049017013,2900000190788,22298ﾏｰﾒｲﾄﾞSK,株式会社パンプキン,ガーリー,BLACK,1180.00,1,999,99,10,999,99,1,999,99,1,1098,99,0,0,0,0,0,0,0,0,0,1110,2026/02/07 14:05:49
4299707,2,2,20260207,1,01001038,FUNららぽーと海老名,0,9998998011112,2900000103818,NｼｮｯﾋﾟﾝｸﾞﾊﾞｯｸﾞS,その他,***,WH,7.00,0,10,1,10,10,1,1,10,1,1,11,1,0,0,0,0,0,0,0,0,0,1110,2026/02/07 14:05:49
4299706,1,1,20260207,1,01001034,FUNららぽーと富士見,0,1504014011510,2900000192379,216079ﾘﾎﾞﾝﾊﾟｲﾙｼﾞｬｶﾞｰﾄﾞKT,サンフォード株式会社,ガーリー,RD,1195.00,1,1999,199,10,1999,199,1,1999,199,1,2199,200,0,0,0,0,0,0,0,0,0,5057,2026/02/07 14:08:17
4299706,2,2,20260207,1,01001034,FUNららぽーと富士見,0,1110145020720,2900000191600,140505ﾗﾋﾞｯﾄﾄﾘｵPO,株式会社クロスツー,TC,NV,1050.00,1,2599,259,10,2599,259,1,2599,259,1,2858,259,0,0,0,0,0,0,0,0,0,5057,2026/02/07 14:08:17
4299705,1,1,20260207,1,01001009,FUN千葉C-one,0,9998998013114,2900000103832,NｼｮｯﾋﾟﾝｸﾞﾊﾞｯｸﾞL,その他,***,WH,22.00,0,30,3,10,30,3,1,30,3,1,33,3,0,0,0,0,0,0,0,0,0,9928,2026/02/07 14:09:25
4299705,2,2,20260207,1,01001009,FUN千葉C-one,0,1110014091650,2900000189270,2285868ﾊﾞｯｸｸﾛｽｼﾞｯﾌﾟPK,サンフォード株式会社,TC,Camouflage,1300.00,1,1599,159,10,1599,159,1,1599,159,1,1759,160,0,0,0,0,0,0,0,0,0,9928,2026/02/07 14:09:25
4299705,3,3,20260207,1,01001009,FUN千葉C-one,0,1110149020650,2900000191778,450689ﾊﾞｯｸｽﾄｰﾝPO,株式会社FUSION,TC,Camouflage,1050.00,1,1399,139,10,1399,139,1,1399,139,1,1539,140,0,0,0,0,0,0,0,0,0,9928,2026/02/07 14:09:25
4299705,4,4,20260207,1,01001009,FUN千葉C-one,0,1115147022013,2900000182653,2287TRｱﾂｿﾞｺﾛﾝｸﾞﾌﾞｰﾂ,株式会社LEON,TC,BLACK,2150.00,1,4999,499,10,4999,499,1,4999,499,1,5498,499,0,0,0,0,0,0,0,0,0,9928,2026/02/07 14:09:25
4299705,5,5,20260207,1,01001009,FUN千葉C-one,0,1113050072930,2900000188570,TGDK404ﾁｪｰﾝﾈｯｸﾚｽ,株式会社トップ,TC,SV,460.00,1,999,99,10,999,99,1,999,99,1,1099,100,0,0,0,0,0,0,0,0,0,9928,2026/02/07 14:09:25
4299704,1,1,20260207,1,01001042,FUNイオンモール大高,0,1109123075094,2900000133587,F-0135DｹﾐｶﾙﾍﾞﾙﾄPT,株式会社フラワージーンズ,TC,BK系,1370.00,1,2999,299,10,2999,299,1,2999,299,1,3298,299,0,0,0,0,0,0,0,0,0,3298,2026/02/07 14:09:08
4299702,1,1,20260207,1,01001045,FUNイオンモール水戸内原,0,1512122001223,2900000192140,WW651-005JKXSKｾｯﾄ,株式会社ＴｒｅｅＴｕｍｂｏ,ガーリー,BEIGE,2500.00,1,6999,699,10,6999,699,1,6999,699,1,7698,699,0,0,0,0,0,0,0,0,0,7731,2026/02/07 14:07:52
4299702,2,2,20260207,1,01001045,FUNイオンモール水戸内原,0,9998998013114,2900000103832,NｼｮｯﾋﾟﾝｸﾞﾊﾞｯｸﾞL,その他,***,WH,22.00,0,30,3,10,30,3,1,30,3,1,33,3,0,0,0,0,0,0,0,0,0,7731,2026/02/07 14:07:52
4299701,1,1,20260207,1,01001044,FUNイオンモール太田,0,1515140011013,2900000190610,TR3883ﾚｰｽｱｯﾌﾟﾛｰﾌｧｰ,株式会社東照,ガーリー,BLACK,1350.00,1,3599,359,10,3599,359,1,3599,359,1,3958,359,0,0,0,0,0,0,0,0,0,4000,2026/02/07 14:06:28
4299700,1,1,20260207,1,01001044,FUNイオンモール太田,0,1508049017012,2900000190771,22298ﾏｰﾒｲﾄﾞSK,株式会社パンプキン,ガーリー,BLACK,1180.00,1,999,99,10,999,99,1,999,99,1,1099,100,0,0,0,0,0,0,0,0,0,5936,2026/02/07 14:03:56
4299700,2,2,20260207,1,01001044,FUNイオンモール太田,0,1508049017532,2900000190801,22298ﾏｰﾒｲﾄﾞSK,株式会社パンプキン,ガーリー,VO,1180.00,1,999,99,10,999,99,1,999,99,1,1099,100,0,0,0,0,0,0,0,0,0,5936,2026/02/07 14:03:56
4299700,3,3,20260207,1,01001044,FUNイオンモール太田,0,1502014005010,2900000192911,216078ﾗﾒﾂｲｰﾄﾞCD,サンフォード株式会社,ガーリー,BLACK,1160.00,1,3399,339,10,3399,339,1,3399,339,1,3738,339,0,0,0,0,0,0,0,0,0,5936,2026/02/07 14:03:56
4299698,1,1,20260207,1,01001056,FUNイオンモール岡山,0,1507022013120,2900000194311,37011TNﾏﾙﾁﾌﾘﾙBL,株式会社谷口企画,ガーリー,OFF,1140.00,1,3399,339,10,3399,339,1,3399,339,1,3739,340,0,0,0,0,0,0,0,0,0,8170,2026/02/07 14:04:57
4299698,2,2,20260207,1,01001056,FUNイオンモール岡山,0,1501049042940,2900000193307,22314ﾏｰﾒｲﾄﾞｼﾞｬﾝｽｶ,株式会社パンプキン,ガーリー,CG,1490.00,1,3999,399,10,3999,399,1,3999,399,1,4398,399,0,0,0,0,0,0,0,0,0,8170,2026/02/07 14:04:57
