伝票番号,明細番号,要求明細番号,営業日付,開店回数,店舗コード,店舗名,明細区分,商品コード,バーコード,商品名,仕入先名,部門名,分類１名,原価,商品管理区分,標準金額,標準税額,税率,販売金額,販売税額,数量,小計金額,小計税額,P/S区分,按分後金額,按分後税額,値引区分,部門販売フラグ,免税用商品区分,軽減税率対象品,伝票引除外,売上報告控除区分,(伝)現金,(伝)クレジット,(伝)売掛,(伝)その他,登録日時
4298371,2,2,20260205,1,01001052,FUNイオンモール四條畷,0,1105122017120,2900000192850,116KJ003ｽﾄｰﾝﾛｺﾞﾘﾌﾞCS,株式会社ＴｒｅｅＴｕｍｂｏ,TC,OFF,730.00,1,2399,239,10,2399,239,1,2399,239,1,2639,240,0,0,0,0,0,0,0,0,0,6021,2026/02/05 19:24:04
4298371,3,3,20260205,1,01001052,FUNイオンモール四條畷,0,1110117073650,2900000189546,4859609ﾗﾒﾛｺﾞｼﾞｯﾌﾟPK,マディ株式会社,TC,Camouflage,1310.00,1,2999,299,10,2999,299,1,2999,299,1,3298,299,0,0,0,0,0,0,0,0,0,6021,2026/02/05 19:24:04
4298369,1,1,20260205,1,01001028,FUNスマーク伊勢崎,0,1504149024130,2900000194519,460052ｽｿﾚｰｽﾘﾎﾞﾝKT,株式会社FUSION,ガーリー,IV,1250.00,1,3599,359,10,3599,359,1,3599,359,1,3958,359,0,0,0,0,0,0,0,0,0,4060,2026/02/05 19:21:46
4298368,1,1,20260205,1,01001039,FUNイオンモールむさし村山,0,1508122015314,2900000190443,24AW028-2ﾁｪｯｸﾐﾆSK,株式会社ＴｒｅｅＴｕｍｂｏ,ガーリー,BROWN,1080.00,1,1799,179,10,1799,179,1,1799,179,1,1978,179,0,0,0,0,0,0,0,0,0,2000,2026/02/05 19:23:12
4298368,2,2,20260205,1,01001039,FUNイオンモールむさし村山,0,9998998012113,2900000103825,NｼｮｯﾋﾟﾝｸﾞﾊﾞｯｸﾞM,その他,***,WH,11.00,0,20,2,10,20,2,1,20,2,1,22,2,0,0,0,0,0,0,0,0,0,2000,2026/02/05 19:23:12
4298367,1,1,20260205,1,01001056,FUNイオンモール岡山,0,1110117073010,2900000189522,4859609ﾗﾒﾛｺﾞｼﾞｯﾌﾟPK,マディ株式会社,TC,BLACK,1310.00,1,2999,299,10,2999,299,1,2999,299,1,3298,299,0,0,0,0,0,0,0,0,0,10000,2026/02/05 19:17:47
4298366,1,1,20260205,1,01001046,FUNららぽーとEXPOCITY,0,9998998012113,2900000103825,NｼｮｯﾋﾟﾝｸﾞﾊﾞｯｸﾞM,その他,***,WH,11.00,0,20,2,10,20,2,1,20,2,1,22,2,0,0,0,0,0,0,0,0,0,3320,2026/02/05 19:18:05
4298366,2,2,20260205,1,01001046,FUNららぽーとEXPOCITY,0,110912309409A03,2900000173088,F-0194ﾃﾞﾆﾑﾌﾚｱｰPT,株式会社フラワージーンズ,TC,BK系,1370.00,1,2999,299,10,2999,299,1,2999,299,1,3298,299,0,0,0,0,0,0,0,0,0,3320,2026/02/05 19:18:05
4298364,1,1,20260205,1,01001055,FUN ＬＩＮＫＳ ＵＭＥＤＡ,0,9998998012113,2900000103825,NｼｮｯﾋﾟﾝｸﾞﾊﾞｯｸﾞM,その他,***,WH,11.00,0,20,2,10,20,2,1,20,2,1,22,2,0,0,0,0,0,0,0,0,0,7059,2026/02/05 19:19:12
4298364,2,2,20260205,1,01001055,FUN ＬＩＮＫＳ ＵＭＥＤＡ,0,1109149001012,2900000194571,450723ﾑﾗﾗﾒｽｳｪｯﾄPT,株式会社FUSION,TC,BLACK,950.00,1,2999,299,10,2999,299,1,2999,299,1,3299,300,0,0,0,0,0,0,0,0,0,7059,2026/02/05 19:19:12
4298364,3,3,20260205,1,01001055,FUN ＬＩＮＫＳ ＵＭＥＤＡ,0,1110149022010,2900000194632,450722ﾑﾗﾗﾒｼｼｭｳPK,株式会社FUSION,TC,BLACK,1250.00,1,3399,339,10,3399,339,1,3399,339,1,3738,339,0,0,0,0,0,0,0,0,0,7059,2026/02/05 19:19:12
4298363,1,1,20260205,1,01001028,FUNスマーク伊勢崎,0,1109123091712,2900000163461,F-0186ﾗｲﾝｽﾄｰﾝﾃﾞﾆﾑPT,株式会社フラワージーンズ,TC,BLUE,1400.00,1,3599,359,10,3599,359,1,3599,359,1,3958,359,0,0,0,0,0,0,0,0,0,13008,2026/02/05 19:15:20
4298363,2,2,20260205,1,01001028,FUNスマーク伊勢崎,0,1107156007010,2900000192010,TR-016ﾁｪｯｸﾚｰｽｱｯﾌﾟBL,株式会社グッドクローズ,TC,BLACK,990.00,1,2799,279,10,2799,279,1,2799,279,1,3079,280,0,0,0,0,0,0,0,0,0,13008,2026/02/05 19:15:20
4298363,3,3,20260205,1,01001028,FUNスマーク伊勢崎,0,1505151005010,2900000192331,780507ﾌｸﾚﾛｺﾞCS,株式会社パボ,ガーリー,BLACK,780.00,1,2399,239,10,2399,239,1,2399,239,1,2639,240,0,0,0,0,0,0,0,0,0,13008,2026/02/05 19:15:20
4298363,4,4,20260205,1,01001028,FUNスマーク伊勢崎,0,1508108005132,2900000191358,316078ﾚｰｽﾏｰﾒｲﾄﾞSK,ＢＬＩＳＴ株式会社,ガーリー,IV,1080.00,1,2999,299,10,2999,299,1,2999,299,1,3299,300,0,0,0,0,0,0,0,0,0,13008,2026/02/05 19:15:20
4298363,5,5,20260205,1,01001028,FUNスマーク伊勢崎,0,9998998013114,2900000103832,NｼｮｯﾋﾟﾝｸﾞﾊﾞｯｸﾞL,その他,***,WH,22.00,0,30,3,10,30,3,1,30,3,1,33,3,0,0,0,0,0,0,0,0,0,13008,2026/02/05 19:15:20
4298362,1,1,20260205,1,01001049,FUNイオンモール幕張新都心,0,1103120054010,2900000181687,247295-1ﾌｧｰFﾚｻﾞｰｼｮｰﾄJK,株式会社ワンズアーク,TC,BLACK,1790.00,1,4599,459,10,4599,459,1,4599,459,1,5058,459,0,0,0,0,0,0,0,0,0,5091,2026/02/05 19:18:10
4298362,2,2,20260205,1,01001049,FUNイオンモール幕張新都心,0,9998998013114,2900000103832,NｼｮｯﾋﾟﾝｸﾞﾊﾞｯｸﾞL,その他,***,WH,22.00,0,30,3,10,30,3,1,30,3,1,33,3,0,0,0,0,0,0,0,0,0,5091,2026/02/05 19:18:10
4298361,1,1,20260205,1,01001049,FUNイオンモール幕張新都心,0,110912309409A03,2900000173088,F-0194ﾃﾞﾆﾑﾌﾚｱｰPT,株式会社フラワージーンズ,TC,BK系,1370.00,1,2999,299,10,2999,299,1,2999,299,1,3298,299,0,0,0,0,0,0,0,0,0,3298,2026/02/05 19:10:58
4298360,1,1,20260205,1,01001036,FUNイオンレイクタウン,0,1110145019940,2900000190726,145009ﾜｯﾍﾟﾝﾛｺﾞPK,株式会社クロスツー,TC,CG,1250.00,1,1599,159,10,1599,159,1,1599,159,1,1758,159,0,0,0,0,0,0,0,0,0,1780,2026/02/05 19:12:40
4298360,2,2,20260205,1,01001036,FUNイオンレイクタウン,0,9998998012113,2900000103825,NｼｮｯﾋﾟﾝｸﾞﾊﾞｯｸﾞM,その他,***,WH,11.00,0,20,2,10,20,2,1,20,2,1,22,2,0,0,0,0,0,0,0,0,0,1780,2026/02/05 19:12:40
4298359,1,1,20260205,1,01001047,FUNラゾーナ川崎プラザ,0,9998998013114,2900000103832,NｼｮｯﾋﾟﾝｸﾞﾊﾞｯｸﾞL,その他,***,WH,22.00,0,30,3,10,30,3,1,30,3,1,33,3,0,0,0,0,0,0,0,0,0,9928,2026/02/05 19:09:12
4298359,2,2,20260205,1,01001047,FUNラゾーナ川崎プラザ,0,1103108102120,2900000188457,325935ﾚｵﾊﾟｰﾄﾞﾌｧｰJK,ＢＬＩＳＴ株式会社,TC,OFF,1880.00,1,1999,199,10,1999,199,1,1999,199,1,2199,200,0,0,0,0,0,0,0,0,0,9928,2026/02/05 19:09:12
4298359,3,3,20260205,1,01001047,FUNラゾーナ川崎プラザ,0,1103108102120,2900000188457,325935ﾚｵﾊﾟｰﾄﾞﾌｧｰJK,ＢＬＩＳＴ株式会社,TC,OFF,1880.00,1,1999,199,10,1999,199,1,1999,199,1,2199,200,0,0,0,0,0,0,0,0,0,9928,2026/02/05 19:09:12
4298359,4,4,20260205,1,01001047,FUNラゾーナ川崎プラザ,0,1505122021010,2900000192102,116KJ010ﾃﾞｺﾙﾃﾘﾎﾞﾝPO,株式会社ＴｒｅｅＴｕｍｂｏ,ガーリー,BLACK,730.00,1,1999,199,10,1999,199,1,1999,199,1,2199,200,0,0,0,0,0,0,0,0,0,9928,2026/02/05 19:09:12
4298359,5,5,20260205,1,01001047,FUNラゾーナ川崎プラザ,0,1109149001412,2900000194618,450723ﾑﾗﾗﾒｽｳｪｯﾄPT,株式会社FUSION,TC,PI,950.00,1,2999,299,10,2999,299,1,2999,299,1,3298,299,0,0,0,0,0,0,0,0,0,9928,2026/02/05 19:09:12
4298358,1,1,20260205,1,01001009,FUN千葉C-one,0,1110149022010,2900000194632,450722ﾑﾗﾗﾒｼｼｭｳPK,株式会社FUSION,TC,BLACK,1250.00,1,3399,339,10,3399,339,1,3399,339,1,3738,339,0,0,0,0,0,0,0,0,0,7059,2026/02/05 19:08:37
4298358,2,2,20260205,1,01001009,FUN千葉C-one,0,1109149001013,2900000194588,450723ﾑﾗﾗﾒｽｳｪｯﾄPT,株式会社FUSION,TC,BLACK,950.00,1,2999,299,10,2999,299,1,2999,299,1,3299,300,0,0,0,0,0,0,0,0,0,7059,2026/02/05 19:08:37
4298358,3,3,20260205,1,01001009,FUN千葉C-one,0,9998998012113,2900000103825,NｼｮｯﾋﾟﾝｸﾞﾊﾞｯｸﾞM,その他,***,WH,11.00,0,20,2,10,20,2,1,20,2,1,22,2,0,0,0,0,0,0,0,0,0,7059,2026/02/05 19:08:37
4298357,1,1,20260205,1,01001042,FUNイオンモール大高,0,9998998012113,2900000103825,NｼｮｯﾋﾟﾝｸﾞﾊﾞｯｸﾞM,その他,***,WH,11.00,0,20,2,10,20,2,1,20,2,1,22,2,0,0,0,0,0,0,0,0,0,5080,2026/02/05 19:06:09
4298357,2,2,20260205,1,01001042,FUNイオンモール大高,0,1103120054010,2900000181687,247295-1ﾌｧｰFﾚｻﾞｰｼｮｰﾄJK,株式会社ワンズアーク,TC,BLACK,1790.00,1,4599,459,10,4599,459,1,4599,459,1,5058,459,0,0,0,0,0,0,0,0,0,5080,2026/02/05 19:06:09
4298356,1,1,20260205,1,01001049,FUNイオンモール幕張新都心,0,9998998012113,2900000103825,NｼｮｯﾋﾟﾝｸﾞﾊﾞｯｸﾞM,その他,***,WH,11.00,0,20,2,10,20,2,1,20,2,1,22,2,0,0,0,0,0,0,0,0,0,4859,2026/02/05 19:04:12
4298356,2,2,20260205,1,01001049,FUNイオンモール幕張新都心,0,1508117003014,2900000185289,4852052ｽｴﾎﾟﾝﾋﾞｯﾄﾏｰﾒｲﾄﾞSK,マディ株式会社,ガーリー,BLACK,1100.00,1,2999,299,10,2999,299,1,2999,299,1,3298,299,0,0,0,0,0,0,0,0,0,4859,2026/02/05 19:04:12
4298356,3,3,20260205,1,01001049,FUNイオンモール幕張新都心,0,1504157004130,2900000191839,fun-0010ﾋﾞｼﾞｭｹｰﾌﾞﾙKT,株式会社feast,ガーリー,IV,1130.00,1,1399,139,10,1399,139,1,1399,139,1,1539,140,0,0,0,0,0,0,0,0,0,4859,2026/02/05 19:04:12
4298355,1,1,20260205,1,01001053,FUNイオンモール高崎,0,9998998012113,2900000103825,NｼｮｯﾋﾟﾝｸﾞﾊﾞｯｸﾞM,その他,***,WH,11.00,0,20,2,10,20,2,1,20,2,1,22,2,0,0,0,0,0,0,0,0,0,30,2026/02/05 19:04:33
4298353,1,1,20260205,1,01001047,FUNラゾーナ川崎プラザ,0,1504157004130,2900000191839,fun-0010ﾋﾞｼﾞｭｹｰﾌﾞﾙKT,株式会社feast,ガーリー,IV,1130.00,1,1399,139,10,1399,139,1,1399,139,1,1538,139,0,0,0,0,0,0,0,0,0,2000,2026/02/05 18:56:54
4298352,1,1,20260205,1,01001036,FUNイオンレイクタウン,0,1508049043420,2900000193314,22324ﾚｰｽｷﾘｶｴOP,株式会社パンプキン,ガーリー,PBJ,1630.00,1,4599,459,10,4599,459,1,4599,459,1,5058,459,0,0,0,0,0,0,0,0,0,10000,2026/02/05 18:58:12
4298351,1,1,20260205,1,01001039,FUNイオンモールむさし村山,0,1110145018920,2900000190672,140504ﾄﾞｯｸﾆｯﾄﾎﾞｳPO,株式会社クロスツー,TC,MGY,1090.00,1,2599,259,10,2599,259,1,2599,259,1,2858,259,0,0,0,0,0,0,0,0,0,3000,2026/02/05 18:59:45
4298351,2,2,20260205,1,01001039,FUNイオンモールむさし村山,0,9998998012113,2900000103825,NｼｮｯﾋﾟﾝｸﾞﾊﾞｯｸﾞM,その他,***,WH,11.00,0,20,2,10,20,2,1,20,2,1,22,2,0,0,0,0,0,0,0,0,0,3000,2026/02/05 18:59:45
4298350,1,1,20260205,1,01001036,FUNイオンレイクタウン,0,1508122015134,2900000184527,24AW028-2ﾁｪｯｸﾐﾆSK,株式会社ＴｒｅｅＴｕｍｂｏ,ガーリー,IV,1080.00,1,1799,179,10,1799,179,1,1799,179,1,1979,180,0,0,0,0,0,0,0,0,0,7500,2026/02/05 18:51:32
4298350,2,2,20260205,1,01001036,FUNイオンレイクタウン,0,1115147022014,2900000182660,2287TRｱﾂｿﾞｺﾛﾝｸﾞﾌﾞｰﾂ,株式会社LEON,TC,BLACK,2150.00,1,4999,499,10,4999,499,1,4999,499,1,5498,499,0,0,0,0,0,0,0,0,0,7500,2026/02/05 18:51:32
4298349,1,1,20260205,1,01001055,FUN ＬＩＮＫＳ ＵＭＥＤＡ,0,1504050006010,2900000192959,TGDK418ﾌﾛﾝﾄﾘﾎﾞﾝKT(F),株式会社トップ,ガーリー,BLACK,1120.00,1,1799,179,10,1799,179,1,1799,179,1,1978,179,0,0,0,0,0,0,0,0,0,3517,2026/02/05 18:54:39
4298349,2,2,20260205,1,01001055,FUN ＬＩＮＫＳ ＵＭＥＤＡ,0,1504157004940,2900000191860,fun-0010ﾋﾞｼﾞｭｹｰﾌﾞﾙKT,株式会社feast,ガーリー,CG,1130.00,1,1399,139,10,1399,139,1,1399,139,1,1539,140,0,0,0,0,0,0,0,0,0,3517,2026/02/05 18:54:39
4298346,1,1,20260205,1,01001056,FUNイオンモール岡山,0,1109123099013,2900000191167,F-0202ｻｲﾄﾞｶｯﾄﾘﾎﾞﾝPT,株式会社フラワージーンズ,TC,BLACK,1340.00,1,3599,359,10,3599,359,1,3599,359,1,3958,359,0,0,0,0,0,0,0,0,0,11058,2026/02/05 18:45:15
4298345,1,1,20260205,1,01001047,FUNラゾーナ川崎プラザ,0,1105156005130,2900000189713,TR-012ﾁｪｯｸﾚｲﾔｰﾄﾞPO,株式会社グッドクローズ,TC,IV,1040.00,1,999,99,10,999,99,1,999,99,1,1099,100,0,0,0,0,0,0,0,0,0,5059,2026/02/05 18:48:12
4298345,2,2,20260205,1,01001047,FUNラゾーナ川崎プラザ,0,1502149004130,2900000189324,450603ﾓｰﾙｹｰﾌﾞﾙCD,株式会社FUSION,ガーリー,IV,1280.00,1,1399,139,10,1399,139,1,1399,139,1,1538,139,0,0,0,0,0,0,0,0,0,5059,2026/02/05 18:48:12
4298345,3,3,20260205,1,01001047,FUNラゾーナ川崎プラザ,0,9998998012113,2900000103825,NｼｮｯﾋﾟﾝｸﾞﾊﾞｯｸﾞM,その他,***,WH,11.00,0,20,2,10,20,2,1,20,2,1,22,2,0,0,0,0,0,0,0,0,0,5059,2026/02/05 18:48:12
4298344,1,1,20260205,1,01001055,FUN ＬＩＮＫＳ ＵＭＥＤＡ,0,1103120055010,2900000181700,247217ﾌｧｰﾂｷFﾚｻﾞｰJK,株式会社ワンズアーク,TC,BLACK,1980.00,1,5599,0,0,5599,0,1,5599,0,1,5599,0,0,0,0,0,0,0,0,0,0,5599,2026/02/05 18:49:11
4298343,1,1,20260205,1,01001053,FUNイオンモール高崎,0,1104050189130,2900000191211,TGDK415ﾌｰﾄﾞﾌｧｰKT(F),株式会社トップ,TC,IV,1350.00,1,1599,159,10,1599,159,1,1599,159,1,1758,159,0,0,0,0,0,0,0,0,0,5040,2026/02/05 18:46:05
4298343,2,2,20260205,1,01001053,FUNイオンモール高崎,0,1508049017012,2900000190771,22298ﾏｰﾒｲﾄﾞSK,株式会社パンプキン,ガーリー,BLACK,1180.00,1,999,99,10,999,99,1,999,99,1,1099,100,0,0,0,0,0,0,0,0,0,5040,2026/02/05 18:46:05
4298343,3,3,20260205,1,01001053,FUNイオンモール高崎,0,9998998013114,2900000103832,NｼｮｯﾋﾟﾝｸﾞﾊﾞｯｸﾞL,その他,***,WH,22.00,0,30,3,10,30,3,1,30,3,1,33,3,0,0,0,0,0,0,0,0,0,5040,2026/02/05 18:46:05
4298342,1,1,20260205,1,01001052,FUNイオンモール四條畷,0,1107156007120,2900000192027,TR-016ﾁｪｯｸﾚｰｽｱｯﾌﾟBL,株式会社グッドクローズ,TC,OFF,990.00,1,2799,279,10,2799,279,1,2799,279,1,3078,279,0,0,0,0,0,0,0,0,0,3078,2026/02/05 18:48:31
4298341,1,1,20260205,1,01001049,FUNイオンモール幕張新都心,0,1505014014130,2900000192447,216110ｿﾃﾞﾘﾎﾞﾝﾒﾛｰPO,サンフォード株式会社,ガーリー,IV,750.00,1,1999,199,10,1999,199,1,1999,199,1,2198,199,0,0,0,0,0,0,0,0,0,2659,2026/02/05 18:40:37
4298341,2,2,20260205,1,01001049,FUNイオンモール幕張新都心,0,1501122012940,2900000190894,25AW077-1ｽｿﾌｧｰﾐﾆOP,株式会社ＴｒｅｅＴｕｍｂｏ,ガーリー,CG,1280.00,1,399,39,10,399,39,1,399,39,1,439,40,0,0,0,0,0,0,0,0,0,2659,2026/02/05 18:40:37
4298341,3,3,20260205,1,01001049,FUNイオンモール幕張新都心,0,9998998012113,2900000103825,NｼｮｯﾋﾟﾝｸﾞﾊﾞｯｸﾞM,その他,***,WH,11.00,0,20,2,10,20,2,1,20,2,1,22,2,0,0,0,0,0,0,0,0,0,2659,2026/02/05 18:40:37
4298340,1,1,20260205,1,01001047,FUNラゾーナ川崎プラザ,0,1113050077310,2900000191327,TGDK419ｺｰﾃﾞｭﾛｨCAP,株式会社トップ,TC,BROWN,780.00,1,999,99,10,999,99,1,999,99,1,1099,100,0,0,0,0,0,0,0,0,0,20000,2026/02/05 18:43:59
4298340,2,2,20260205,1,01001047,FUNラゾーナ川崎プラザ,0,9998998013114,2900000103832,NｼｮｯﾋﾟﾝｸﾞﾊﾞｯｸﾞL,その他,***,WH,22.00,0,30,3,10,30,3,1,30,3,1,33,3,0,0,0,0,0,0,0,0,0,20000,2026/02/05 18:43:59
4298340,3,3,20260205,1,01001047,FUNラゾーナ川崎プラザ,0,110912309401A23,2900000172920,F-0194ﾃﾞﾆﾑﾌﾚｱｰPT,株式会社フラワージーンズ,TC,BLACK,1370.00,1,2999,299,10,2999,299,1,2999,299,1,3299,300,0,0,0,0,0,0,0,0,0,20000,2026/02/05 18:43:59
4298340,4,4,20260205,1,01001047,FUNラゾーナ川崎プラザ,0,1103120054310,2900000181694,247295-1ﾌｧｰFﾚｻﾞｰｼｮｰﾄJK,株式会社ワンズアーク,TC,BROWN,1790.00,1,4599,459,10,4599,459,1,4599,459,1,5058,459,0,0,0,0,0,0,0,0,0,20000,2026/02/05 18:43:59
4298340,5,5,20260205,1,01001047,FUNラゾーナ川崎プラザ,0,1507122014390,2900000187986,25AW054-1ｱｼﾒﾁｭﾆｯｸ,株式会社ＴｒｅｅＴｕｍｂｏ,ガーリー,BR系,1195.00,1,2999,299,10,2999,299,1,2999,299,1,3299,300,0,0,0,0,0,0,0,0,0,20000,2026/02/05 18:43:59
4298340,6,6,20260205,1,01001047,FUNラゾーナ川崎プラザ,0,1505014014130,2900000192447,216110ｿﾃﾞﾘﾎﾞﾝﾒﾛｰPO,サンフォード株式会社,ガーリー,IV,750.00,1,1999,199,10,1999,199,1,1999,199,1,2199,200,0,0,0,0,0,0,0,0,0,20000,2026/02/05 18:43:59
4298338,1,1,20260205,1,01001047,FUNラゾーナ川崎プラザ,0,1113050077010,2900000191310,TGDK419ｺｰﾃﾞｭﾛｨCAP,株式会社トップ,TC,BLACK,780.00,1,999,99,10,999,99,1,999,99,1,1099,100,0,0,0,0,0,0,0,0,0,10009,2026/02/05 18:40:06
4298338,2,2,20260205,1,01001047,FUNラゾーナ川崎プラザ,0,1107156007710,2900000192034,TR-016ﾁｪｯｸﾚｰｽｱｯﾌﾟBL,株式会社グッドクローズ,TC,BLUE,990.00,1,2799,279,10,2799,279,1,2799,279,1,3079,280,0,0,0,0,0,0,0,0,0,10009,2026/02/05 18:40:06
4298338,3,3,20260205,1,01001047,FUNラゾーナ川崎プラザ,0,1103120054010,2900000181687,247295-1ﾌｧｰFﾚｻﾞｰｼｮｰﾄJK,株式会社ワンズアーク,TC,BLACK,1790.00,1,4599,459,10,4599,459,1,4599,459,1,5058,459,0,0,0,0,0,0,0,0,0,10009,2026/02/05 18:40:06
4298338,4,4,20260205,1,01001047,FUNラゾーナ川崎プラザ,0,9998998013114,2900000103832,NｼｮｯﾋﾟﾝｸﾞﾊﾞｯｸﾞL,その他,***,WH,22.00,0,30,3,10,30,3,1,30,3,1,33,3,0,0,0,0,0,0,0,0,0,10009,2026/02/05 18:40:06
4298337,1,1,20260205,1,01001036,FUNイオンレイクタウン,0,1109123091793,2900000163492,F-0186ﾗｲﾝｽﾄｰﾝﾃﾞﾆﾑPT,株式会社フラワージーンズ,TC,BL系,1400.00,1,3599,359,10,3599,359,1,3599,359,1,3958,359,0,0,0,0,0,0,0,0,0,10058,2026/02/05 18:42:51
4298336,1,1,20260205,1,01001036,FUNイオンレイクタウン,0,1507122014390,2900000187986,25AW054-1ｱｼﾒﾁｭﾆｯｸ,株式会社ＴｒｅｅＴｕｍｂｏ,ガーリー,BR系,1195.00,1,2999,299,10,2999,299,1,2999,299,1,3298,299,0,0,0,0,0,0,0,0,0,3298,2026/02/05 18:41:19
4298334,1,1,20260205,1,01001053,FUNイオンモール高崎,0,1105122017940,2900000192874,116KJ003ｽﾄｰﾝﾛｺﾞﾘﾌﾞCS,株式会社ＴｒｅｅＴｕｍｂｏ,TC,CG,730.00,1,2399,239,10,2399,239,1,2399,239,1,2639,240,0,0,0,0,0,0,0,0,0,10001,2026/02/05 18:44:14
4298334,2,2,20260205,1,01001053,FUNイオンモール高崎,0,1110149022410,2900000194656,450722ﾑﾗﾗﾒｼｼｭｳPK,株式会社FUSION,TC,PI,1250.00,1,3399,339,10,3399,339,1,3399,339,1,3738,339,0,0,0,0,0,0,0,0,0,10001,2026/02/05 18:44:14
4298334,3,3,20260205,1,01001053,FUNイオンモール高崎,0,1109149001412,2900000194618,450723ﾑﾗﾗﾒｽｳｪｯﾄPT,株式会社FUSION,TC,PI,950.00,1,2999,299,10,2999,299,1,2999,299,1,3299,300,0,0,0,0,0,0,0,0,0,10001,2026/02/05 18:44:14
4298332,1,1,20260205,1,01001009,FUN千葉C-one,0,1502080012720,2900000191921,TR-0328ﾏﾙﾁｳｪｲCD,株式会社ケイスタイル,ガーリー,NV,1380.00,1,3599,359,10,3599,359,1,3599,359,1,3959,360,0,0,0,0,0,0,0,0,0,10590,2026/02/05 18:35:25
4298332,2,2,20260205,1,01001009,FUN千葉C-one,0,1115147021014,2900000181502,638TRｱﾂｿﾞｺｼｮｰﾄﾌﾞｰﾂ,株式会社LEON,TC,BLACK,1880.00,1,3999,399,10,3999,399,1,3999,399,1,4398,399,0,0,0,0,0,0,0,0,0,10590,2026/02/05 18:35:25
4298332,3,3,20260205,1,01001009,FUN千葉C-one,0,9998998013114,2900000103832,NｼｮｯﾋﾟﾝｸﾞﾊﾞｯｸﾞL,その他,***,WH,22.00,0,30,3,10,30,3,1,30,3,1,33,3,0,0,0,0,0,0,0,0,0,10590,2026/02/05 18:35:25
4298331,1,1,20260205,1,01001055,FUN ＬＩＮＫＳ ＵＭＥＤＡ,0,1107156007710,2900000192034,TR-016ﾁｪｯｸﾚｰｽｱｯﾌﾟBL,株式会社グッドクローズ,TC,BLUE,990.00,1,2799,279,10,2799,279,1,2799,279,1,3078,279,0,0,0,0,0,0,0,0,0,3078,2026/02/05 18:36:21
4298330,1,1,20260205,1,01001045,FUNイオンモール水戸内原,0,1104014012410,2900000178021,216014ﾗﾒVﾈｯｸKT,サンフォード株式会社,TC,PI,950.00,1,2599,259,10,2599,259,1,2599,259,1,2858,259,0,0,0,0,0,0,0,0,0,10000,2026/02/05 18:31:27
4298329,1,1,20260205,1,01001036,FUNイオンレイクタウン,0,1110149022120,2900000194649,450722ﾑﾗﾗﾒｼｼｭｳPK,株式会社FUSION,TC,OFF,1250.00,1,3399,339,10,3399,339,1,3399,339,1,3738,339,0,0,0,0,0,0,0,0,0,10059,2026/02/05 18:34:17
4298329,2,2,20260205,1,01001036,FUNイオンレイクタウン,0,1109149001123,2900000194601,450723ﾑﾗﾗﾒｽｳｪｯﾄPT,株式会社FUSION,TC,OFF,950.00,1,2999,299,10,2999,299,1,2999,299,1,3299,300,0,0,0,0,0,0,0,0,0,10059,2026/02/05 18:34:17
4298329,3,3,20260205,1,01001036,FUNイオンレイクタウン,0,9998998012113,2900000103825,NｼｮｯﾋﾟﾝｸﾞﾊﾞｯｸﾞM,その他,***,WH,11.00,0,20,2,10,20,2,1,20,2,1,22,2,0,0,0,0,0,0,0,0,0,10059,2026/02/05 18:34:17
4298328,1,1,20260205,1,01001008,FUN柏,0,1504149023910,2900000191747,450754ﾌｪｻﾞｰｵﾌｼｮﾙKT,株式会社FUSION,ガーリー,GRAY,1100.00,1,1399,139,10,1399,139,1,1399,139,1,1539,140,0,0,0,0,0,0,0,0,0,5497,2026/02/05 18:33:54
4298328,2,2,20260205,1,01001008,FUN柏,0,1504149024720,2900000194533,460052ｽｿﾚｰｽﾘﾎﾞﾝKT,株式会社FUSION,ガーリー,NV,1250.00,1,3599,359,10,3599,359,1,3599,359,1,3958,359,0,0,0,0,0,0,0,0,0,5497,2026/02/05 18:33:54
4298327,1,1,20260205,1,01001008,FUN柏,0,9998998012113,2900000103825,NｼｮｯﾋﾟﾝｸﾞﾊﾞｯｸﾞM,その他,***,WH,11.00,0,20,2,10,20,2,1,20,2,1,22,2,0,0,0,0,0,0,0,0,0,1600,2026/02/05 18:31:17
4298327,2,2,20260205,1,01001008,FUN柏,0,1504157004130,2900000191839,fun-0010ﾋﾞｼﾞｭｹｰﾌﾞﾙKT,株式会社feast,ガーリー,IV,1130.00,1,1399,139,10,1399,139,1,1399,139,1,1538,139,0,0,0,0,0,0,0,0,0,1600,2026/02/05 18:31:17
4298326,1,1,20260205,1,01001047,FUNラゾーナ川崎プラザ,0,1508122015314,2900000190443,24AW028-2ﾁｪｯｸﾐﾆSK,株式会社ＴｒｅｅＴｕｍｂｏ,ガーリー,BROWN,1080.00,1,1799,179,10,1799,179,1,1799,179,1,1979,180,0,0,0,0,0,0,0,0,0,19132,2026/02/05 18:27:49
4298326,2,2,20260205,1,01001047,FUNラゾーナ川崎プラザ,0,1404080010810,2900000184770,TR-0203ﾎﾞﾘｭｰﾑﾘﾌﾞKT,株式会社ケイスタイル,B,GREEN,870.00,1,399,39,10,399,39,1,399,39,1,439,40,0,0,0,0,0,0,0,0,0,19132,2026/02/05 18:27:49
